328.5,264.5,357.1728820800781,137.34246826171875
328.5,264.5,354.2238464355469,136.71282958984375
328.5,264.5,351.4450988769531,136.10693359375
328.5,264.5,348.6539001464844,135.7692413330078
328.5,264.5,345.78155517578125,135.35665893554688
328.5,264.5,343.1953430175781,135.14794921875
328.5,264.5,340.1254577636719,134.6810760498047
328.5,264.5,337.5,134.5
329.02630615234375,265.5,334.5694885253906,134.4851531982422
328.941162109375,265.0,331.4999694824219,134.0
328.97222900390625,265.02777099609375,328.9999694824219,134.0
329.0,265.0,326.02471923828125,134.38821411132812
328.97222900390625,265.02777099609375,323.38177490234375,134.0447235107422
329.0,265.0,320.5592041015625,134.35800170898438
329.0,265.0,317.66552734375,134.4862060546875
329.0,265.0,314.9180908203125,134.8037567138672
329.0701904296875,265.1929931640625,312.28387451171875,135.12881469726562
329.0701904296875,265.1929931640625,309.4999694824219,135.49998474121094
329.0701904296875,265.1929931640625,306.72802734375,136.00399780273438
329.0172424316406,265.1551818847656,304.0961608886719,136.48077392578125
328.8474426269531,265.0339050292969,301.35015869140625,137.1631317138672
329.0,265.0,298.668701171875,137.6195068359375
329.0,265.0,296.0601806640625,138.35064697265625
329.0,265.0,293.5113525390625,139.16329956054688
328.5,264.5,290.7054138183594,139.6675567626953
328.5,264.5,288.1999816894531,140.6000213623047
328.5,264.5,285.73248291015625,141.2272186279297
328.5,264.5,283.1575012207031,142.25341796875
328.1666564941406,264.6111145019531,280.4482421875,143.12069702148438
328.1666564941406,264.6111145019531,278.1035461425781,144.24588012695312
328.1666564941406,264.6111145019531,275.5618591308594,145.13919067382812
328.1666564941406,264.6111145019531,273.2167053222656,146.39801025390625
328.56134033203125,264.7607421875,270.800048828125,147.6000213623047
328.56134033203125,264.7607421875,268.3000183105469,148.60000610351562
328.56134033203125,264.7607421875,266.01593017578125,149.9458465576172
328.56134033203125,264.7607421875,263.7284851074219,151.1839599609375
328.56134033203125,264.7607421875,261.4264831542969,152.5441131591797
328.56134033203125,264.7607421875,259.055908203125,153.87351989746094
328.56134033203125,264.7607421875,256.92303466796875,155.3845977783203
