328.67926,264.62265,356.695557,136.971497
328,265,353.864014,136.248001
328,265,351.040527,135.75676
328,265,348.423584,135.323151
328,265,345,135
328,265,342.772278,134.777222
328,265,339.511627,134.59346
323.600037,258.700012,337,135
323.000031,259.000031,333.999969,134
323.000031,259.000031,331,134
323.000031,259.000031,328,134
323.700012,258.900024,325.499969,134
323.700012,258.900024,323,134
323.000031,259.000031,320.03302,133.961914
323.700012,258.900024,317.223267,134.067535
323.700012,258.900024,314.438477,134.507706
323.700012,258.900024,311.919952,134.940002
323.700012,258.900024,309.067566,135.405411
328,265,306.40802,135.744003
328.705872,264.323547,303.634583,136.17308
328.999969,271.000031,300.952911,136.788239
328.999969,271.000031,298.323517,137.294128
328,260,295.723083,137.984619
327.842651,260.296967,293.01889,138.566025
327.840118,260.261414,290.410828,139.335144
327.840118,260.261414,287.850037,140.050018
327.840118,260.261414,285.169678,140.975113
327.579987,260.559998,282.802002,141.980209
328,262,280.103485,142.758621
327.200012,261.900024,277.689697,143.775864
327.793091,263.482758,275.205475,144.952057
327.770294,262.621643,272.73941,145.946182
327.770294,262.621643,270.384888,147.170822
327.770294,262.621643,268.10849,148.291229
328,263,265.700592,149.617844
328,263,263.29245,150.72641
328,263,261.044128,152.073547
328,263,258.619812,153.39801
328,263,256.461517,154.692307
328,263,254.153839,156.230759
328,263,252.100693,157.92952
328,263,249.960022,159.280029
328,263,247.925659,160.903336
328.200043,264.400024,245.869232,162.546158
328,264,243.764679,164.058807
328,264,241.982391,165.729431
328.500031,264.500031,240.041351,167.296539
328.500031,264.500031,237.750015,168.75
328,264,236.000015,170.5
325.800018,264.399994,234.500031,172.500015
328,264,233.000031,174.000015
328.229492,264.524567,231.000031,176.000015
328,264,229.336914,177.662537
328,264,227.811462,179.426224
328,264,226.237671,181.114761
328,264,224.804886,183.243912
328,264,223.279999,184.959991
327.338257,262.897034,221.826599,186.872833
328,264,220.416107,188.691269
328,263,219.153854,190.769226
327.300018,261.900024,217.875473,192.527084
327.619965,261.339996,216.623535,194.305878
327.619965,261.339996,215.488785,196.117966
327.619965,261.339996,214.264267,197.904144
327.619965,261.339996,213.353851,199.630768
327.619965,261.339996,212.391525,201.4953
328,262,211.288498,203.151871
327.619965,261.339996,210.40004,204.700027
327.619965,261.339996,209.40004,206.700027
327.619965,261.339996,208.600037,208.300018
327.619965,261.339996,208.030823,209.832184
327.619965,261.339996,207.290924,211.430847
328.300049,263.100006,206.670914,212.856903
328.300049,263.100006,205.969391,214.197647
328.250031,263.250031,205.379303,215.551743
328.300049,263.100006,204.915833,216.967438
328.250031,263.250031,204.250015,218.249985
328.300049,263.100006,203.773712,219.372269
328.300049,263.100006,203.335754,220.576645
328.250031,263.250031,203.100021,221.700012
328.250031,263.250031,202.600021,222.700012
327.949982,263.650024,202.150009,223.550003
328.250031,263.250031,201.850021,224.449997
328.103424,264.241364,201.765747,225.241791
328.103424,264.241364,201.535156,226.010803
328.250031,263.250031,201.250946,226.778046
327.948273,264.379333,201.05661,227.30188
328.147095,263.411804,200.830185,228.094345
327.948273,264.379333,200.679245,228.622635
327.79248,264.22644,200.396225,229.113205
328,264,200.245285,229.64151
328.103424,264.241364,200.230743,230.153854
327.879303,264.551727,200.099594,230.626587
328,264,200.000015,231.000015
328,264,199.900421,231.373474
327.948273,264.379333,199.794128,231.823532
327.79248,264.22644,199.558838,232.264709
327.948273,264.379333,199.441193,232.735321
328,264,199.323532,233.205902
327.649994,264.550018,199.205887,233.676514
327.649994,264.550018,199.227524,234.014023
327.649994,264.550018,199.136169,234.432678
327.649994,264.550018,198.914764,234.862305
327.649994,264.550018,198.86557,235.32132
327.649994,264.550018,198.729385,235.717651
327.649994,264.550018,198.635269,236.141174
327.649994,264.550018,198.411743,236.647049
327.649994,264.550018,198.294098,237.176468
327.649994,264.550018,198.286499,237.639297
327.649994,264.550018,198.190994,238.092865
327.71701,264.49057,197.980759,238.596176
327.649994,264.550018,197.884613,239.076935
327.649994,264.550018,197.865372,239.673096
328,264,197.769241,240.153854
328,264,197.653854,240.730774
327.649994,264.550018,197.480011,241.359985
327.649994,264.550018,197.456009,241.991989
328,264,197.299072,242.530273
327.705902,264.676514,197.157562,243.265228
328,265,197.034668,243.774551
327.649994,264.550018,196.919067,244.526001
327.800049,264.600006,196.859039,245.201355
327.5,265,196.762405,245.853683
327.5,265,196.689987,246.669998
327.5,265,196.509995,247.429977
327.5,265,196.409988,248.12999
327.5,265,196.347748,248.978989
328,265,196.230774,249.653885
327.5,265,196.08316,250.626968
327.5,265,195.979507,251.225418
327.5,265,195.860672,252.032791
327.5,265,195.733582,253.063812
328,265,195.602463,253.872955
328,265,195.475876,254.789673
328,265,195.405411,255.432434
328,265,195,257
327.5,265,195,257
328,265,195,258
328,265,195,259
328,265,195,260
328,265,195,261
328,265,194.999985,262
328,265,195,263
328,265,195,264
328,265,195,264
328,265,195,265
328,265,195,266
328,265,195,267
328,265,194.999985,268
328,265,195,269
328,265,195,270
328,265,195,271
328,265,195,272
328,265,195,273
328,265,195,274
328,265,195,275
328,265,195.567627,275.879395
328,265,195.604126,276.551666
328,265,195.674072,277.426056
328,265,195.751724,278.520691
328,265,195.75412,279.295105
328,265,195.820251,280.112396
328,265,195.90686,281.115051
328,265,196.006805,282.058014
328,265,196.123077,282.984619
327.5,265,196.307724,283.961548
328,265,196.329971,284.809967
328,265,196.439301,285.855469
328,265,196.578033,286.757202
327.5,265,196.7052,287.583801
